#,Year,Month,Constituency,CountyBoroughUniv,Franchise,ByElectionGeneral,ByElectionCause,Contested,ElectionCode,PollBookCode,Notes,Latitude,Longitude
5830,1830,July,Boston,B,Freeman,G,,Y,Boston_1830a,Boston_1830a/1; Boston_1830a/2; Boston_1830a/3,,,
5831,1831,Apr,Boston,B,Freeman,G,,Y,Boston_1831a,,,,
6544,1695,Oct,Brackley,B,Corporation,G,,N,Brackley_1695a,,,,
6545,1698,July,Brackley,B,Corporation,G,,Y,Brackley_1698a,,,,
6546,1701,Jan,Brackley,B,Corporation,G,,N,Brackley_1701a,,,,
6547,1701,Nov,Brackley,B,Corporation,G,,Y,Brackley_1701b,Brackley_1701b/1,,,
6548,1702,July,Brackley,B,Corporation,G,,Y,Brackley_1702a,Brackley_1702a/1,,,
6549,1705,May,Brackley,B,Corporation,G,,Y,Brackley_1705a,Brackley_1705a/1,,,
6550,1705,Nov,Brackley,B,Corporation,B,Called to the Upper House,N,Brackley_1705b,,,,
6551,1708,May,Brackley,B,Corporation,G,,N,Brackley_1708a,,,,
6552,1710,Oct,Brackley,B,Corporation,G,,Y,Brackley_1710a,Brackley_1710a/1,,,
6553,1713,Aug,Brackley,B,Corporation,G,,Y,Brackley_1713a,Brackley_1713a/1,,,
6554,1715,Jan,Brackley,B,Corporation,G,,N,Brackley_1715a,,,,
6555,1716,July,Brackley,B,Corporation,B,Re-elected after appointment to office,N,Brackley_1716a,,,,
6556,1720,June,Brackley,B,Corporation,B,Re-elected after appointment to office,N,Brackley_1720a,,,,
6557,1722,Mar,Brackley,B,Corporation,G,,N,Brackley_1722a,,,,
6558,1725,June,Brackley,B,Corporation,B,Re-elected after appointment to office,N,Brackley_1725a,,,,
6559,1727,Aug,Brackley,B,Corporation,G,,N,Brackley_1727a,,,,
6560,1733,Jan,Brackley,B,Corporation,B,Deceased,N,Brackley_1733a,,,,
6561,1734,Apr,Brackley,B,Corporation,G,,N,Brackley_1734a,Brackley_1734a/1,,,
6562,1741,May,Brackley,B,Corporation,G,,N,Brackley_1741a,,,,
6563,1742,Mar,Brackley,B,Corporation,B,Appointed to office,N,Brackley_1742a,,,,
6564,1747,June,Brackley,B,Corporation,G,,N,Brackley_1747a,,,,
6565,1754,Apr,Brackley,B,Corporation,G,,Y,Brackley_1754a,Brackley_1754a/1,,,
6566,1755,Nov,Brackley,B,Corporation,B,Deceased,N,Brackley_1755a,,,,
6567,1761,Mar,Brackley,B,Corporation,G,,N,Brackley_1761a,,,,
6568,1765,Jan,Brackley,B,Corporation,B,Re-elected after appointment to office,N,Brackley_1765a,,,,
6569,1765,Feb,Brackley,B,Corporation,B,Deceased,N,Brackley_1765b,,,,
6570,1768,Mar,Brackley,B,Corporation,G,,N,Brackley_1768a,,,,
6571,1771,Oct,Brackley,B,Corporation,B,Deceased,N,Brackley_1771a,,,,
6572,1774,Oct,Brackley,B,Corporation,G,,N,Brackley_1774a,,,,
6573,1780,Sept,Brackley,B,Corporation,G,,N,Brackley_1780a,,,,
6574,1784,Mar,Brackley,B,Corporation,G,,N,Brackley_1784a,,,,
6575,1789,July,Brackley,B,Corporation,B,Appointed to office,N,Brackley_1789a,,,,
6576,1790,June,Brackley,B,Corporation,G,,N,Brackley_1790a,,,,
6577,1796,May,Brackley,B,Corporation,G,,N,Brackley_1796a,,,,
6578,1802,July,Brackley,B,Corporation,G,,N,Brackley_1802a,,,,
6579,1802,Dec,Brackley,B,Corporation,B,Vacated seat,N,Brackley_1802b,,,,
6580,1803,Mar,Brackley,B,Corporation,B,Called to the Upper House,N,Brackley_1803a,,,,
6581,1806,Nov,Brackley,B,Corporation,G,,N,Brackley_1806a,,,,
6582,1807,May,Brackley,B,Corporation,G,,N,Brackley_1807a,,,,
6583,1810,Dec,Brackley,B,Corporation,B,Deceased,N,Brackley_1810a,,,,
6584,1812,Oct,Brackley,B,Corporation,G,,N,Brackley_1812a,,,,
6585,1818,June,Brackley,B,Corporation,G,,N,Brackley_1818a,,,,
6586,1820,Mar,Brackley,B,Corporation,G,,N,Brackley_1820a,,,,
6587,1825,Feb,Brackley,B,Corporation,B,Deceased,N,Brackley_1825a,,,,
6588,1826,June,Brackley,B,Corporation,G,,N,Brackley_1826a,,,,
6589,1830,July,Brackley,B,Corporation,G,,N,Brackley_1830a,,,,
6590,1831,Apr,Brackley,B,Corporation,G,,N,Brackley_1831a,,,,
9054,1695,Nov,Bramber,B,Burgage,G,,N,Bramber_1695a,,,,
9055,1698,Aug,Bramber,B,Burgage,G,,Y,Bramber_1698a,,,,
9056,1699,Feb,Bramber,B,Burgage,B,Expelled,N,Bramber_1699a,,,,
9057,1699,Apr,Bramber,B,Burgage,B,Deceased,N,Bramber_1699b,,,,
9058,1701,Jan,Bramber,B,Burgage,G,,Y,Bramber_1701a,,,,
9059,1701,Mar,Bramber,B,Burgage,B,Chose to sit for another constituency,N,Bramber_1701b,,,,
9060,1701,Nov,Bramber,B,Burgage,G,,Y,Bramber_1701c,,,,
9061,1702,July,Bramber,B,Burgage,G,,N,Bramber_1702a,,,,
9062,1703,Nov,Bramber,B,Burgage,B,Called to the Upper House,Y,Bramber_1703a,,Election declared void.,,
9063,1704,Feb,Bramber,B,Burgage,B,Previous election declared void,Y,Bramber_1704a,,Previous by election declared void.,,
9064,1705,May,Bramber,B,Burgage,G,,Y,Bramber_1705a,,,,
9065,1707,Dec,Bramber,B,Burgage,B,Expelled,N,Bramber_1707a,,,,
9066,1708,May,Bramber,B,Burgage,G,,Y,Bramber_1708a,,,,
9067,1710,Oct,Bramber,B,Burgage,G,,N,Bramber_1710a,,,,
9068,1710,Dec,Bramber,B,Burgage,B,Chose to sit for another constituency,N,Bramber_1710b,,,,
9069,1713,Aug,Bramber,B,Burgage,G,,N,Bramber_1713a,,,,
9070,1715,Jan,Bramber,B,Burgage,G,,Y,Bramber_1715a,,,,
9071,1722,Mar,Bramber,B,Burgage,G,,Y,Bramber_1722a,Bramber_1722a/1,,,
9072,1723,Feb,Bramber,B,Burgage,B,Deceased,N,Bramber_1723a,,,,
9073,1727,Aug,Bramber,B,Burgage,G,,N,Bramber_1727a,,,,
9074,1728,Mar,Bramber,B,Burgage,B,Deceased,Y,Bramber_1728a,,,,
9075,1734,Apr,Bramber,B,Burgage,G,,Y,Bramber_1734a,,,,
9076,1741,May,Bramber,B,Burgage,G,,N,Bramber_1741a,,,,
9077,1747,June,Bramber,B,Burgage,G,,N,Bramber_1747a,,,,
9078,1754,Apr,Bramber,B,Burgage,G,,N,Bramber_1754a,,,,
9079,1761,Mar,Bramber,B,Burgage,G,,N,Bramber_1761a,,,,
9080,1761,Dec,Bramber,B,Burgage,B,Chose to sit for another constituency,N,Bramber_1761b,,,,
9081,1762,May,Bramber,B,Burgage,B,Vacated seat,N,Bramber_1762a,,,,
9082,1768,Mar,Bramber,B,Burgage,G,,Y,Bramber_1768a,Bramber_1768a/1,,,
9083,1774,Oct,Bramber,B,Burgage,G,,N,Bramber_1774a,,,,
9084,1780,Sept,Bramber,B,Burgage,G,,N,Bramber_1780a,,,,
9085,1782,Feb,Bramber,B,Burgage,B,Vacated seat,N,Bramber_1782a,,,,
9086,1784,Mar,Bramber,B,Burgage,G,,N,Bramber_1784a,,,,
9087,1788,Dec,Bramber,B,Burgage,B,Appointed to office,N,Bramber_1788a,,,,
9088,1790,June,Bramber,B,Burgage,G,,N,Bramber_1790a,,,,
9089,1796,May,Bramber,B,Burgage,G,,N,Bramber_1796a,,,,
9090,1800,Feb,Bramber,B,Burgage,B,Appointed to office,N,Bramber_1800a,,,,
9091,1801,Feb,Bramber,B,Burgage,B,Re-elected after appointment to office,N,Bramber_1801a,,,,
9092,1802,July,Bramber,B,Burgage,G,,N,Bramber_1802a,,,,
9093,1804,Feb,Bramber,B,Burgage,B,Deceased,N,Bramber_1804a,,,,
9094,1806,Nov,Bramber,B,Burgage,G,,N,Bramber_1806a,,,,
9095,1807,May,Bramber,B,Burgage,G,,N,Bramber_1807a,,,,
9096,1812,Oct,Bramber,B,Burgage,G,,N,Bramber_1812a,,,,
9097,1818,June,Bramber,B,Burgage,G,,N,Bramber_1818a,,,,
9098,1820,Mar,Bramber,B,Burgage,G,,N,Bramber_1820a,,,,
9099,1825,Mar,Bramber,B,Burgage,B,Vacated seat,N,Bramber_1825a,,,,
9100,1826,June,Bramber,B,Burgage,G,,N,Bramber_1826a,,,,
9101,1830,July,Bramber,B,Burgage,G,,N,Bramber_1830a,,,,
9102,1831,Apr,Bramber,B,Burgage,G,,N,Bramber_1831a,,,,
7464,1695,Nov,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1695a,,,,
7465,1698,July,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1698a,,,,
7466,1699,May,Bridgnorth,B,Freeman,B,Deceased,N,Bridgnorth_1699a,,,,
7467,1701,Jan,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1701a,,,,
7468,1701,Nov,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1701b,,,,
7469,1702,July,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1702a,,,,
7470,1705,May,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1705a,Bridgnorth_1705a/1,,,
7471,1708,May,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1708a,,,,
7472,1710,Oct,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1710a,Bridgnorth_1710a/1,,,
7473,1713,Sept,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1713a,,,,
7474,1715,Feb,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1715a,,,,
7475,1722,Mar,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1722a,,,,
7476,1725,June,Bridgnorth,B,Freeman,B,Deceased,N,Bridgnorth_1725a,,,,
7477,1727,Sept,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1727a,Bridgnorth_1727a/1,,,
7478,1734,May,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1734a,,,,
7479,1741,May,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1741a,Bridgnorth_1741a/1,,,
7480,1747,June,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1747a,,,,
7481,1754,Apr,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1754a,,,,
7482,1761,Mar,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1761a,,,,
7483,1766,Apr,Bridgnorth,B,Freeman,B,Re-elected after appointment to office,N,Bridgnorth_1766a,,,,
7484,1768,Mar,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1768a,,,,
7485,1771,Sept,Bridgnorth,B,Freeman,B,Deceased,N,Bridgnorth_1771a,,,,
7486,1774,Oct,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1774a,,,,
7487,1778,Feb,Bridgnorth,B,Freeman,B,Deceased,N,Bridgnorth_1778a,,,,
7488,1780,Sept,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1780a,,,,
7489,1782,Apr,Bridgnorth,B,Freeman,B,Re-elected after appointment to office,N,Bridgnorth_1782a,,,,
7490,1784,Apr,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1784a,Bridgnorth_1784a/1,,,
7491,1790,June,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1790a,,,,
7492,1795,Apr,Bridgnorth,B,Freeman,B,Deceased,N,Bridgnorth_1795a,,,,
7493,1796,May,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1796a,,,,
7494,1802,July,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1802a,,,,
7495,1806,Nov,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1806a,,,,
7496,1807,May,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1807a,,,,
7497,1812,Oct,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1812a,,,,
7498,1818,June,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1818a,,,,
7499,1820,Mar,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1820a,,,,
7500,1826,June,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1826a,Bridgnorth_1826a/1,,,
7501,1830,Aug,Bridgnorth,B,Freeman,G,,Y,Bridgnorth_1830a,Bridgnorth_1830a/1,,,
7502,1831,May,Bridgnorth,B,Freeman,G,,N,Bridgnorth_1831a,,,,
7726,1695,Oct,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1695a,,,,
7727,1698,July,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1698a,,,,
7728,1699,Nov,Bridgwater,B,Scot and Lot,B,Deceased,N,Bridgwater_1699a,,,,
7729,1701,Jan,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1701a,,,,
7730,1701,Nov,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1701b,,,,
7731,1702,July,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1702a,,,,
7732,1705,May,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1705a,,,,
7733,1708,May,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1708a,,,,
7734,1709,Dec,Bridgwater,B,Scot and Lot,B,Re-elected after appointment to office,N,Bridgwater_1709a,,,,
7735,1710,Oct,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1710a,,,,
7736,1713,Aug,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1713a,,,,
7737,1715,Feb,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1715a,,,,
7738,1720,Apr,Bridgwater,B,Scot and Lot,B,Deceased,Y,Bridgwater_1720a,,,,
7739,1722,Mar,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1722a,,,,
7740,1724,Apr,Bridgwater,B,Scot and Lot,B,Re-elected after appointment to office,N,Bridgwater_1724a,,,,
7741,1727,Aug,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1727a,,,,
7742,1731,Feb,Bridgwater,B,Scot and Lot,B,Deceased,N,Bridgwater_1731a,,,,
7743,1734,Apr,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1734a,,,,
7744,1735,Apr,Bridgwater,B,Scot and Lot,B,Deceased,N,Bridgwater_1735a,,,,
7745,1741,May,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1741a,Bridgwater_1741a/1,,,
7746,1744,Dec,Bridgwater,B,Scot and Lot,B,Re-elected after appointment to office,N,Bridgwater_1744a,,,,
7747,1747,June,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1747a,,,,
7748,1753,Jan,Bridgwater,B,Scot and Lot,B,Deceased,N,Bridgwater_1753a,,,,
7749,1754,Apr,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1754a,Bridgwater_1754a/1; Bridgwater_1754a/2,,,
7750,1761,Mar,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1761a,,,,
7751,1762,May,Bridgwater,B,Scot and Lot,B,Called to the Upper House,N,Bridgwater_1762a,,,,
7752,1763,Nov,Bridgwater,B,Scot and Lot,B,Vacated seat,N,Bridgwater_1763a,,,,
7753,1768,Mar,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1768a,,,,
7754,1774,Oct,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1774a,,,,
7755,1780,Sept,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1780a,Bridgwater_1780a/1,,,
7756,1784,Apr,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1784a,,,,
7757,1785,July,Bridgwater,B,Scot and Lot,B,Deceased,N,Bridgwater_1785a,,,,
7758,1790,June,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1790a,Bridgwater_1790a/1,,,
7759,1796,May,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1796a,,,,
7760,1802,July,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1802a,Bridgwater_1802a/1,,,
7761,1804,June,Bridgwater,B,Scot and Lot,B,Vacated seat,N,Bridgwater_1804a,,,,
7762,1806,Oct,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1806a,Bridgwater_1806a/1,,,
7763,1807,May,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1807a,Bridgwater_1807a/1; Bridgwater_1807a/2,,,
7764,1812,Oct,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1812a,,,,
7765,1818,June,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1818a,Bridgwater_1818a/1; Bridgwater_1818a/2,,,
7766,1820,Mar,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1820a,,,,
7767,1826,June,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1826a,Bridgwater_1826a/1; Bridgwater_1826a/2,,,
7768,1830,July,Bridgwater,B,Scot and Lot,G,,N,Bridgwater_1830a,,,,
7769,1831,May,Bridgwater,B,Scot and Lot,G,,Y,Bridgwater_1831a,Bridgwater_1831a/1; Bridgwater_1831a/2; Bridgwater_1831a/3,,,
2972,1695,Oct,Bridport,B,Scot and Lot,G,,Y,Bridport_1695a,,,,
2973,1697,Dec,Bridport,B,Scot and Lot,B,Deceased,Y,Bridport_1697a,,,,
2974,1698,Aug,Bridport,B,Scot and Lot,G,,N,Bridport_1698a,,,,
2975,1701,Jan,Bridport,B,Scot and Lot,G,,N,Bridport_1701a,,,,
2976,1701,Nov,Bridport,B,Scot and Lot,G,,N,Bridport_1701b,,,,
2977,1702,July,Bridport,B,Scot and Lot,G,,N,Bridport_1702a,,,,
2978,1705,May,Bridport,B,Scot and Lot,G,,N,Bridport_1705a,,,,
2979,1708,May,Bridport,B,Scot and Lot,G,,N,Bridport_1708a,,,,
2980,1710,Oct,Bridport,B,Scot and Lot,G,,N,Bridport_1710a,,,,
2981,1713,Aug,Bridport,B,Scot and Lot,G,,N,Bridport_1713a,,,,
2982,1715,Feb,Bridport,B,Scot and Lot,G,,Y,Bridport_1715a,,,,
2983,1717,Apr,Bridport,B,Scot and Lot,B,Re-elected after appointment to office,N,Bridport_1717a,,,,
2984,1719,Nov,Bridport,B,Scot and Lot,B,Called to the Upper House,N,Bridport_1719a,,,,
2985,1722,Mar,Bridport,B,Scot and Lot,G,,Y,Bridport_1722a,,,,
2986,1727,Aug,Bridport,B,Scot and Lot,G,,Y,Bridport_1727a,,,,
2987,1730,Feb,Bridport,B,Scot and Lot,B,Chose to sit for another constituency,N,Bridport_1730a,,,,
2988,1734,Apr,Bridport,B,Scot and Lot,G,,Y,Bridport_1734a,,,,
2989,1741,May,Bridport,B,Scot and Lot,G,,Y,Bridport_1741a,,,,
2990,1742,Apr,Bridport,B,Scot and Lot,B,Chose to sit for another constituency,N,Bridport_1742a,,,,
2991,1744,Dec,Bridport,B,Scot and Lot,B,Deceased,N,Bridport_1744a,,,,
2992,1746,Dec,Bridport,B,Scot and Lot,B,Deceased,Y,Bridport_1746a,,,,
2993,1747,May,Bridport,B,Scot and Lot,B,Deceased,N,Bridport_1747a,,,,
2994,1747,July,Bridport,B,Scot and Lot,G,,N,Bridport_1747b,,,,
2995,1754,Apr,Bridport,B,Scot and Lot,G,,N,Bridport_1754a,,,,
2996,1761,Mar,Bridport,B,Scot and Lot,G,,Y,Bridport_1761a,,,,
2997,1765,Feb,Bridport,B,Scot and Lot,B,Deceased,N,Bridport_1765a,,,,
2998,1768,Mar,Bridport,B,Scot and Lot,G,,N,Bridport_1768a,,,,
2999,1774,Oct,Bridport,B,Scot and Lot,G,,Y,Bridport_1774a,,,,
3000,1780,Sept,Bridport,B,Scot and Lot,G,,N,Bridport_1780a,,,,
3001,1784,Apr,Bridport,B,Scot and Lot,G,,Y,Bridport_1784a,,,,
3002,1790,June,Bridport,B,Scot and Lot,G,,N,Bridport_1790a,,,,
3003,1795,Mar,Bridport,B,Scot and Lot,B,Appointed to office,Y,Bridport_1795a,Bridport_1795a/1,,,
3004,1796,May,Bridport,B,Scot and Lot,G,,Y,Bridport_1796a,Bridport_1796a/1,,,
3005,1802,July,Bridport,B,Scot and Lot,G,,Y,Bridport_1802a,Bridport_1802a/1,,,
3006,1804,Feb,Bridport,B,Scot and Lot,B,Re-elected after appointment to office,N,Bridport_1804a,,,,
3007,1804,Aug,Bridport,B,Scot and Lot,B,Re-elected after appointment to office,N,Bridport_1804b,,,,
3008,1806,Oct,Bridport,B,Scot and Lot,G,,Y,Bridport_1806a,Bridport_1806a/1,,,
3009,1807,May,Bridport,B,Scot and Lot,G,,N,Bridport_1807a,,,,
3010,1812,Oct,Bridport,B,Scot and Lot,G,,Y,Bridport_1812a,Bridport_1812a/1,,,
3011,1817,Mar,Bridport,B,Scot and Lot,B,Appointed to office,N,Bridport_1817a,,,,
3012,1818,June,Bridport,B,Scot and Lot,G,,N,Bridport_1818a,,,,
3013,1820,Mar,Bridport,B,Scot and Lot,G,,Y,Bridport_1820a,Bridport_1820a/1,,,
3014,1826,June,Bridport,B,Scot and Lot,G,,N,Bridport_1826a,,,,
3015,1830,Aug,Bridport,B,Scot and Lot,G,,N,Bridport_1830a,,,,
3016,1831,May,Bridport,B,Scot and Lot,G,,N,Bridport_1831a,,,,
3707,1695,Oct,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1695a,,,,
3708,1698,Aug,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1698a,,,,
3709,1701,Jan,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1701a,,,,
3710,1701,Dec,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1701b,,,,
3711,1702,Aug,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1702a,,,,
3712,1705,June,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1705a,,,,
3713,1708,May,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1708a,,,,
3714,1710,Oct,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1710a,,,,
3715,1713,Sept,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1713a,,,,
3716,1715,Feb,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1715a,Bristol_1715a/1,,,
3717,1722,Mar,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1722a,Bristol_1722a/1,,,
3718,1727,Sept,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1727a,,,,
3719,1734,May,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1734a,Bristol_1734a/1; Bristol_1734a/2,,,
3720,1739,Dec,Bristol,B,Freeman; Freeholder,B,Deceased,Y,Bristol_1739a,Bristol_1739a/1,,,
3721,1741,May,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1741a,,,,
3722,1742,Nov,Bristol,B,Freeman; Freeholder,B,Deceased,N,Bristol_1742a,,,,
3723,1747,July,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1747a,,,,
3724,1754,May,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1754a,Bristol_1754a/1; Bristol_1754a/2,,,
3725,1756,Mar,Bristol,B,Freeman; Freeholder,B,Deceased,Y,Bristol_1756a,,,,
3726,1759,Dec,Bristol,B,Freeman; Freeholder,B,Re-elected after appointment to office,N,Bristol_1759a,,,,
3727,1761,Mar,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1761a,,,,
3728,1766,Dec,Bristol,B,Freeman; Freeholder,B,Re-elected after appointment to office,N,Bristol_1766a,,,,
3729,1768,Mar,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1768a,,,,
3730,1768,June,Bristol,B,Freeman; Freeholder,B,Re-elected after appointment to office,N,Bristol_1768b,,,,
3731,1774,Nov,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1774a,Bristol_1774a/1; Bristol_1774a/2,,,
3732,1780,Sept,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1780a,,,,
3733,1781,Feb,Bristol,B,Freeman; Freeholder,B,Deceased,Y,Bristol_1781a,Bristol_1781a/1,,,
3734,1784,May,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1784a,Bristol_1784a/1,,,
3735,1790,June,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1790a,,,,
3736,1796,May,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1796a,,,,
3737,1801,Nov,Bristol,B,Freeman; Freeholder,B,Re-elected after appointment to office,N,Bristol_1801a,,,,
3738,1802,July,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1802a,,,,
3739,1803,Aug,Bristol,B,Freeman; Freeholder,B,Vacated seat,N,Bristol_1803a,,,,
3740,1806,Oct,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1806a,,,,
3741,1807,May,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1807a,,,,
3742,1812,July,Bristol,B,Freeman; Freeholder,B,Appointed to office,Y,Bristol_1812a,,,,
3743,1812,Oct,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1812b,Bristol_1812b/1,,,
3744,1818,June,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1818a,Bristol_1818a/1,,,
3745,1820,Mar,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1820a,Bristol_1820a/1,,,
3746,1826,June,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1826a,,,,
3747,1830,Aug,Bristol,B,Freeman; Freeholder,G,,Y,Bristol_1830a,Bristol_1830a/1,,,
3748,1831,Apr,Bristol,B,Freeman; Freeholder,G,,N,Bristol_1831a,,,,
452,1695,Oct,Buckingham,B,Corporation,G,,Y,Buckingham_1695a,,,,
453,1697,Dec,Buckingham,B,Corporation,B,Deceased,N,Buckingham_1697a,,,,
454,1698,July,Buckingham,B,Corporation,G,,N,Buckingham_1698a,,,,
455,1698,Dec,Buckingham,B,Corporation,B,Deceased,Y,Buckingham_1698b,,,,
456,1701,Jan,Buckingham,B,Corporation,G,,Y,Buckingham_1701a,,,,
457,1701,Nov,Buckingham,B,Corporation,G,,Y,Buckingham_1701b,,,,
458,1702,July,Buckingham,B,Corporation,G,,Y,Buckingham_1702a,,,,
459,1705,May,Buckingham,B,Corporation,G,,N,Buckingham_1705a,,,,
460,1705,Dec,Buckingham,B,Corporation,B,Chose to sit for another constituency,Y,Buckingham_1705b,,,,
461,1708,May,Buckingham,B,Corporation,G,,N,Buckingham_1708a,,,,
462,1710,Oct,Buckingham,B,Corporation,G,,Y,Buckingham_1710a,,,,
463,1713,Aug,Buckingham,B,Corporation,G,,Y,Buckingham_1713a,,,,
464,1715,Jan,Buckingham,B,Corporation,G,,Y,Buckingham_1715a,,,,
465,1717,Nov,Buckingham,B,Corporation,B,Appointed to office,N,Buckingham_1717a,,,,
466,1722,Mar,Buckingham,B,Corporation,G,,N,Buckingham_1722a,,,,
467,1722,Oct,Buckingham,B,Corporation,B,Appointed to office,N,Buckingham_1722b,,,,
468,1727,Mar,Buckingham,B,Corporation,B,Deceased,N,Buckingham_1727a,,,,
469,1727,Aug,Buckingham,B,Corporation,G,,N,Buckingham_1727b,,,,
470,1728,Feb,Buckingham,B,Corporation,B,Chose to sit for another constituency,N,Buckingham_1728a,,,,
471,1734,Apr,Buckingham,B,Corporation,G,,N,Buckingham_1734a,,,,
472,1741,May,Buckingham,B,Corporation,G,,N,Buckingham_1741a,,,,
473,1744,Dec,Buckingham,B,Corporation,B,Re-elected after appointment to office,N,Buckingham_1744a,,,,
474,1747,June,Buckingham,B,Corporation,G,,N,Buckingham_1747a,,,,
475,1753,Jan,Buckingham,B,Corporation,B,Called to the Upper House,N,Buckingham_1753a,,,,
476,1754,Apr,Buckingham,B,Corporation,G,,N,Buckingham_1754a,,,,
477,1756,Dec,Buckingham,B,Corporation,B,Re-elected after appointment to office,N,Buckingham_1756a,,One of two concurrent by-elections held in this constituency on this date (in order to elect two MPs).,,
