PollBookCode,PrintMS,Citation,Holdings,Source,ElectionCode,Notes
Chester_1747a/2,P,"An alphabetical list… (Chester: John Rowley, 1747)","Var. Chester CL, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Chester_1747a,
Chester_1784a/1,P,"An alphabetical list… (Chester: John Monk, [1784])","Var. Cheshire RO, Chester CL, BL, Bodl., GL, IHR, Manchester UL, Cardiff University Special Collections, SoG",Sims; Gibson and Rogers; Edwards,Chester_1784a,
Chester_1784a/2,P,"An alphabetical list… (Chester: J. Fletcher, 1784)","Var. Cheshire RO, Chester CL, BL, Bodl., GL, IHR, Manchester UL, Cardiff University Special Collections, SoG",Sims; Gibson and Rogers; Edwards,Chester_1784a,
Chester_1812a/1,P,"The Chester poll book: containing the names… (Chester: J. Fletcher, 1812)","Var. Birkenhead CL, Chester CL, Cheshire RO, BL, GL, IHR, Manchester UL, SoG, Cardiff University Special Collections",Sims; Gibson and Rogers; Edwards,Chester_1812a,
Chester_1812a/2,P,"The poll book, corrected and revised… (Chester: M. Cutter, [1812])","Var. Birkenhead CL, Chester CL, Cheshire RO, BL, GL, IHR, Manchester UL, SoG, Cardiff University Special Collections",Sims; Gibson and Rogers; Edwards,Chester_1812a,
Chester_1812a/3,P,"History of the contested election... (Chester: John Monk, [1812])","Var. Birkenhead CL, Chester CL, Cheshire RO, BL, GL, IHR, Manchester UL, SoG, Cardiff University Special Collections",Sims; Gibson and Rogers; Edwards,Chester_1812a,
Chester_1818a/1,P,"Chester election, 1818. The complete poll book… (Chester: J. Fletcher, 1818)","Var. Birkenhead CL, Chester CL, Cheshire RO, BL, GL, Manchester UL, Cardiff University Special Collections, IHR ",Sims; Gibson and Rogers,Chester_1818a,
Chester_1818a/2,P,"History of the contested election… (Chester: M. Monk, [1818])","Var. Birkenhead CL, Chester CL, Cheshire RO, BL, GL, Manchester UL, Cardiff University Special Collections, IHR ",Sims; Gibson and Rogers,Chester_1818a,
Chester_1820a/1,P,"Poll book for the general election. List of voters… (Chester: J. Fletcher, [1820])","Chester CL, BL",Sims; Gibson and Rogers,Chester_1820a,
Chester_1820a/2,P,"List of voters, who polled for General Grosvenor… (Chester: M. Monk, [1820])",IHR,Sims; Gibson and Rogers,Chester_1820a,
Chester_1826a/1,P,"Chester election, 1826. The complete poll book… (Chester: John Fletcher, [1826])","Var. Birkenhead CL, Chester CL, Cheshire RO, BL, Bodl., GL, IHR, Manchester UL, Cardiff University Special Collections, SoG",Sims; Gibson and Rogers; Edwards,Chester_1826a,
Chester_1826a/2,P,"A narrative of the proceedings… (Chester: M. Monk, [1826])","Var. Birkenhead CL, Chester CL, Cheshire RO, BL, Bodl., GL, IHR, Manchester UL, Cardiff University Special Collections, SoG",Sims; Gibson and Rogers; Edwards,Chester_1826a,
Cornw_1705a/1,M,BO/23/65,Antony House Muniments (via Kresen Kernow),,Cornw_1705a,
Cornw_1710a/1,M,CF/1/4787,Kresen Kernow,Gibson and Rogers,Cornw_1710a,"Printed in Richard G. Grylls (ed.), The 1710 Pollbook for Cornwall (Tring, 2002)."
Cornw_1710a/2,M,CO/CC/17,Antony House Muniments (via Kresen Kernow),,Cornw_1710a,"Printed in Richard G. Grylls (ed.), The 1710 Pollbook for Cornwall (Tring, 2002)."
Cornw_1772a/1,M,X1188/4/1,Kresen Kernow,,Cornw_1772a,
Cornw_1772a/2,M,,Plymouth and West Devon RO,Gibson and Rogers,Cornw_1772a,
Cornw_1774a/1,M,X622/1,Kresen Kernow,Gibson and Rogers,Cornw_1774a,
Cornw_1790a/1,M,PD/208,Kresen Kernow,Gibson and Rogers,Cornw_1790a,Withdrawn.
Cornw_1790a/2,M,AD2258/6/3,Kresen Kernow,,Cornw_1790a,
EastLooe_1826b/1,M,CA/B26/12,Kresen Kernow,Green Notes,EastLooe_1826b,
Fowey_1701a/1,M,Rashleigh MSS,Kresen Kernow,HoP,Fowey_1701a,
Fowey_1765a/1,M,R/5503,Kresen Kernow,HoP,Fowey_1765a,Minutes.
Fowey_1768a/1,M,R/5502,Kresen Kernow,HoP,Fowey_1768a,
Fowey_1790a/1,M,R/5503,Kresen Kernow,HoP,Fowey_1790a,Minutes.
Fowey_1790a/2,M,CF/1/3394,Kresen Kernow,HoP,Fowey_1790a,
Grampound_1710a/1,M,CF/1/4545,Kresen Kernow,Green Notes,Grampound_1710a,
Grampound_1741a/1,M,HH/13/41,Courtney Library (Royal Institution of Cornwall),Green Notes,Grampound_1741a,
Grampound_1741a/2,M,CF/1/4546,Kresen Kernow,Green Notes,Grampound_1741a,
Grampound_1754a/1,M,Hawkins MSS ,Courtney Library (Royal Institution of Cornwall),HoP,Grampound_1754a,
Grampound_1754a/2,M,CF/1/4548,Kresen Kernow,Green Notes,Grampound_1754a,
Grampound_1761a/1,M,CF/1/4549-50,Kresen Kernow,Green Notes,Grampound_1761a,
Grampound_1796a/1,M,CF/1/4552-3,Kresen Kernow,Green Notes,Grampound_1796a,
Grampound_1807a/1,M,CF/1/4554/1-2,Kresen Kernow,Green Notes,Grampound_1807a,
Grampound_1808a/1,M,CF/1/4555/1-3,Kresen Kernow,Green Notes,Grampound_1808a,
Grampound_1812b/1,M,J/1/2027,Kresen Kernow,Green Notes,Grampound_1812b,
Grampound_1812b/2,M,CF/1/4558,Kresen Kernow,,Grampound_1812b,
Grampound_1814a/1,M,CF/1/4559,Kresen Kernow,Green Notes,Grampound_1814a,
Grampound_1818a/1,M,J/1/2028,Kresen Kernow,Green Notes,Grampound_1818a,
Liskeard_1806a/1,M,BLIS/348,Kresen Kernow,Green Notes,Liskeard_1806a,
Lostwithiel_1790a/1,M,WH/1/6600,Kresen Kernow,Green Notes; Gibson and Rogers,Lostwithiel_1790a,
Mitchell_1695a/1,M,"WH/1/5192, f. 16r",Kresen Kernow,Harris,Mitchell_1695a,
Mitchell_1697a/1,M,"WH/1/5192, ff. 17r-18r",Kresen Kernow,Harris,Mitchell_1697a; Mitchell_1697b,
Mitchell_1698a/1,M,AR/10/18/36,Kresen Kernow,Harris,Mitchell_1698a,
Mitchell_1698a/2,M,AR/3/55,Kresen Kernow,Harris,Mitchell_1698a,
Mitchell_1705a/1,M,1262M/0/O/EP/1,Devon Heritage Centre,Harris,Mitchell_1705a,
Mitchell_1713a/1,M,"WH/1/5192, ff. 19v-20r",Kresen Kernow,Harris,Mitchell_1713a,
Penryn_1741a/1,M,CF/1/4727,Kresen Kernow,Green Notes,Penryn_1741a,
Penryn_1774a/1,M,RP/3/81,Kresen Kernow,Green Notes,Penryn_1774a,
Penryn_1780a/1,M,RP/3/82,Kresen Kernow,Green Notes,Penryn_1780a,
Penryn_1806a/1,M,HH/19/77,Courtney Library (Royal Institution of Cornwall),Green Notes,Penryn_1806a,
Cumb_1722a/1,M,"D/Lec, Box 110",Cockermouth Castle,,Cumb_1722a,
Cumb_1722a/2,M,DAY/6/35,Carlisle Archive Centre ,Gibson and Rogers,Cumb_1722a,Cockermouth only.
Cumb_1768a/1,M,DSEN 11/Elections/81-86,Carlisle Archive Centre ,Gibson and Rogers,Cumb_1768a,
Cumb_1774a/1,M,Q/RP/3/16-19.,Carlisle Archive Centre ,Green Notes; Gibson and Rogers,Cumb_1774a,Part of county only.
Cumb_1831a/1,P,"The poll for the knights… (Cockermouth: Thomas Bailey, 1831)","Cumbria Archive Centre, Carlisle CL, BL, GL, IHR",Sims; Gibson and Rogers,Cumb_1831a,
Cumb_1831a/2,M,DX 467/1,Carlisle Archive Centre ,Green Notes,Cumb_1831a,
Cumb_1831a/3,M,DWM/810/22,Whitehaven Archive Centre,Green Notes,Cumb_1831a,
Cumb_1831a/4,M,QRP/3/25-32,Carlisle Archive Centre ,,Cumb_1831a,Part of county only.
Carlisle_1741a/1,M,,Carlisle CL,Gibson and Rogers,Carlisle_1741a,Uncertain.
Carlisle_1768a/1,M,DLONS/L/13/11,Carlisle Archive Centre ,,Carlisle_1768a,
Carlisle_1774a/1,P,"A political history of the city of Carlisle… (Carlisle: F. & J. Jollie, 1820)","Carlisle CL, IHR, Manchester UL",Sims; Gibson and Rogers,Carlisle_1774a; Carlisle_1816a; Carlisle_1820a,
Carlisle_1786a/1,P,"Boletarium: or a collection of papers, squibs… (Carlisle, 1786)","Var. Carlisle CL, Bodl., IHR",Sims; Gibson and Rogers,Carlisle_1786a,
Carlisle_1786b/1,P,"Supplement to Boletarium… (Carlisle, 1787)","Var. Carlisle CL, Bodl., IHR",Sims; Gibson and Rogers,Carlisle_1786b,
Carlisle_1786b/2,P,"A list of the honest and true four hundred and twenty-two freemen ([London]: J. French, 1786)",Bodl.,Green,Carlisle_1786b,Broadsheet.
Carlisle_1816a/1,P,"Carlisle election for 1816. The proceedings… (Newcastle-on-Tyne: J. Mitchell, [1816])","Carlisle CL, Cumbria Archive Centre, BL, IHR, Manchester UL",Sims; Gibson and Rogers,Carlisle_1816a,
Carlisle_1816a/2,M,Q/RP/3/20,Carlisle Archive Centre ,Green Notes; Gibson and Rogers,Carlisle_1816a,
Carlisle_1818a/1,M,Q/RP/3/20,Carlisle Archive Centre ,Green Notes; Gibson and Rogers,Carlisle_1818a,
Carlisle_1826a/1,M,CA/2/470,Carlisle Archive Centre ,Gibson and Rogers,Carlisle_1826a,
Carlisle_1827a/1,M,CA/2/470,Carlisle Archive Centre ,Gibson and Rogers,Carlisle_1827a,
Carlisle_1829a/1,M,CA/2/470,Carlisle Archive Centre ,Gibson and Rogers,Carlisle_1829a,
Carlisle_1831a/1,P,"List of freemen who voted at the Carlisle election in May 1831 (Carlisle: George Irwin, [1831])","Reading UL, IHR",Green,Carlisle_1831a,
Cockermouth_1701a/1,M,D/Lec,Cockermouth Castle,Gibson and Rogers,Cockermouth_1701a,
Cockermouth_1701b/1,M,D/Lec,Cockermouth Castle,Gibson and Rogers,Cockermouth_1701b,
Cockermouth_1702a/1,M,D/Lec,Cockermouth Castle,Gibson and Rogers,Cockermouth_1702a,
Cockermouth_1705a/1,M,D/Lec,Cockermouth Castle,Gibson and Rogers,Cockermouth_1705a,
Cockermouth_1710a/1,M,D/Lec,Cockermouth Castle,Gibson and Rogers,Cockermouth_1710a,
Cockermouth_1711a/1,M,D/Lec,Cockermouth Castle,Gibson and Rogers,Cockermouth_1711a,
Cockermouth_1713a/1,M,D/Lec,Cockermouth Castle,Gibson and Rogers,Cockermouth_1713a,
Cockermouth_1717b/1,M,DSEN 11/Elections/77,Carlisle Archive Centre ,Gibson and Rogers,Cockermouth_1717b,"Unclear whether this is poll book for April or July by election in 1717. Printed in Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society, n.s. 23 (1923)."
Cockermouth_1717b/2,M,,Whitehaven Archive Centre,Gibson and Rogers,Cockermouth_1717b,"Unclear whether this is poll book for April or July by election in 1717. Printed in Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society, n.s. 23 (1923)."
Cockermouth_1727b/1,M,DSEN 11/Elections/77,Carlisle Archive Centre ,Gibson and Rogers,Cockermouth_1727b,
Cockermouth_1727b/2,M,,Whitehaven Archive Centre,Gibson and Rogers,Cockermouth_1727b,
Cockermouth_1738a/1,M,DX 769/32,Carlisle Archive Centre ,Green Notes; Gibson and Rogers,Cockermouth_1738a,"Printed in Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society, n.s. 23 (1923)."
Cockermouth_1738a/2,M,,Whitehaven Archive Centre,Gibson and Rogers,Cockermouth_1738a,"Printed in Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society, n.s. 23 (1923)."
Derbys_1701a/1,M,Lothian MSS,BL ,HoP,Derbys_1701a,
Derbys_1701a/2,M,D3287/40/11,Derbyshire RO,Green Notes,Derbys_1701a,
Derbys_1701a/3,M,OD/1181,Sheffield Archives,HoP; Green Notes; Gibson and Rogers,Derbys_1701a,
Derbys_1701a/4,M,D258/48/27/3-4,Derbyshire RO,HoP,Derbys_1701a,
Derbys_1701b/1,M,D208/1,Derbyshire RO,HoP; Green Notes; Gibson and Rogers,Derbys_1701b,
Derbys_1734a/1,P,"A copy of the poll… (Nottingham: Henry Alestree, [1734])","Var. Derbyshire RO, Bodl., GL, Matlock Local Studies Library, Nottingham UL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Derbys_1734a,
Derbys_1734a/2,P,"A copy of the poll… (Derby: Jer. Roe, [1734])","Var. Derbyshire RO, Bodl., GL, Matlock Local Studies Library, Nottingham UL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Derbys_1734a,
Derbys_1734a/3,M,D2375/F/M/3/2/18,Derbyshire RO,Gibson and Rogers,Derbys_1734a,
Derbys_1734a/4,M,D3580/ZZ/143,Derbyshire RO,,Derbys_1734a,
Derbys_1768a/1,M,Q/RE/2/1-4,Derbyshire RO,Green Notes,Derbys_1768a,
Derbys_1768a/2,M,"Dr E 33/17, 19-20",Nottingham University Manuscripts and Special Collections,Gibson and Rogers,Derbys_1768a,"Votes promised in 1767, prior to the election."
Derbys_1820a/1,M,"Q/RE/2/7, 10-11",Derbyshire RO,,Derbys_1820a,"First and second day's poll books, and 'Mr. Cokayne's Cheque Book'."
Derby_1698a/1,M,EM/1286,Sheffield Archives,HoP; Green Notes; Gibson and Rogers,Derby_1698a,
Derby_1701b/1,M,D258/24/27/4,Derbyshire RO,Gibson and Rogers,Derby_1701b,
Derby_1710b/1,P,"Poll taken October the 9th… (London, [1710])","Derby Local Studies Library, IHR",Sims; Gibson and Rogers,Derby_1710b,
Derby_1727a/1,P,"A poll of the burgesses… (Nottingham: Anne Ayscough, 1727)","Derby Local Studies Library, IHR",Sims; Gibson and Rogers,Derby_1727a,
Derby_1734a/1,P,"A list of the poll… (London: Henry Allestree, [1734])","Derby Local Studies Library, IHR",Sims; Gibson and Rogers,Derby_1734a,
Derby_1734a/2,M,D215,Derbyshire RO,Gibson and Rogers,Derby_1734a,
Derby_1742a/1,P,"A true copy of the poll… (Derby: Sam. Drewry, 1741)","Var. Derby Local Studies Library, Bodl., GL, IHR",Sims; Gibson and Rogers,Derby_1742a,
Derby_1742a/2,P,"A true list of the persons… (Coventry: J. Jopson for S. Trimer, Derby, [1742])","Var. Derby Local Studies Library, Bodl., GL, IHR",Sims; Gibson and Rogers,Derby_1742a,
Derby_1748b/1,P,"A copy of the poll… (Derby: S. Drewry, 1748)","Derby Local Studies Library, IHR, BL",Sims; Gibson and Rogers,Derby_1748b,
Derby_1748b/2,M,OD/1379,Sheffield Archives,Gibson and Rogers,Derby_1748b,
Derby_1772a/1,M,,Derby Local Studies Library,Gibson and Rogers,Derby_1772a,Also a canvass book and a separate list of out-voters. Uncertain.
Derby_1774a/1,M,,Derby Local Studies Library,Gibson and Rogers,Derby_1774a,Also a canvass book. Uncertain.
Derby_1775a/1,P,"Copy of a poll… (Derby: T. Trimmer, 1775)","Var. Derby Local Studies Library, Bodl., IHR",Sims; Gibson and Rogers,Derby_1775a,
Derby_1775a/2,P,"An alphabetical list of the burgesses… (Derby: John Drewry, [1775])","Var. Derby Local Studies Library, Bodl., IHR",Sims; Gibson and Rogers,Derby_1775a,
Derby_1775a/3,M,,Derby Local Studies Library,Gibson and Rogers,Derby_1775a,Uncertain.
Dev_1712a/1,M,QS/51/1/1-5,Devon Heritage Centre,Green Notes; Gibson and Rogers,Dev_1712a,"Printed in Transactions of the Devonshire Assocation, 106 (1974)."
Dev_1790a/1,M,74/824,Plymouth and West Devon RO ,Green Notes; Gibson and Rogers,Dev_1790a,
Dev_1816a/1,M,74/822-3; 74/817,Plymouth and West Devon RO ,Green Notes,Dev_1816a,
Dev_1816a/2,M,QS/51/2/1-10,Devon Heritage Centre,Gibson and Rogers,Dev_1816a,
Dev_1818a/1,M,QS/51/3/1-15,Devon Heritage Centre,Green Notes; Gibson and Rogers,Dev_1818a,
Dev_1820a/1,M,QS/51/4/1-10,Devon Heritage Centre,Green Notes; Gibson and Rogers,Dev_1820a,
Dev_1826a/1,M,QS/51/5/1,Devon Heritage Centre,Green Notes; Gibson and Rogers,Dev_1826a,
Dev_1830a/1,M,QS/51/6/1-15,Devon Heritage Centre,Green Notes; Gibson and Rogers,Dev_1830a,
Dev_1830a/2,M,74/261,Plymouth and West Devon RO ,Green Notes,Dev_1830a,
Barnstaple_1780a/1,M,DD/L/1/59/11/3,Somerset Heritage Centre,Green Notes,Barnstaple_1780a,
Barnstaple_1802a/1,M,BC,North Devon RO,Green Notes,Barnstaple_1802a,Uncertain.
Barnstaple_1806a/1,M,BC,North Devon RO,Green Notes,Barnstaple_1806a,Uncertain.
Barnstaple_1807a/1,M,BC,North Devon RO,Green Notes,Barnstaple_1807a,Uncertain.
Barnstaple_1812a/1,M,BC,North Devon RO,Green Notes,Barnstaple_1812a,Uncertain.
Barnstaple_1818a/1,M,BC,North Devon RO,Green Notes,Barnstaple_1818a,Uncertain.
Barnstaple_1824a/1,M,BCR 149,North Devon RO,Green Notes,Barnstaple_1824a,"Printed in Barnstaple Mischellany, I (1823-4), 345-50."
Barnstaple_1826a/1,M,BCR 150,North Devon RO,Green Notes,Barnstaple_1826a,
Barnstaple_1830a/1,M,BCR 151,North Devon RO,Green Notes,Barnstaple_1830a,
Barnstaple_1831a/1,M,BCR 152,North Devon RO,Green Notes,Barnstaple_1831a,
Exeter_1761a/1,P,"A list of the freemen and freeholders… (Exeter: Andrew Brice, [1761])","Kresen Kernow, IHR",Sims; Gibson and Rogers,Exeter_1761a,Broadsheet.
Exeter_1776a/1,P,"A list of the freemen and freeholders… (Exeter: R. Trewman, [1776])","Exeter CL, IHR",Sims; Gibson and Rogers,Exeter_1776a,Broadsheet.
Exeter_1784a/1,P,"A list of the freemen and freeholders… ([Exeter, 1784])","Exeter CL, IHR",Sims; Gibson and Rogers,Exeter_1784a,Broadsheet.
Exeter_1790a/1,P,"A list of the freemen and freeholders… ([Exeter, 1790])","Exeter CL, IHR, Bodl.",Sims; Gibson and Rogers,Exeter_1790a,Broadsheet.
Exeter_1802a/1,P,"An alphabetical list of the freemen and freeholders… (Exeter: Trewman, [1802])","Exeter CL, IHR, SoG",Sims; Gibson and Rogers,Exeter_1802a,Broadsheet.
Exeter_1818a/1,P,"The addresses, speeches… likewise a correct list of names… (Exeter: R. Cullum, [1818])","Var. Exeter CL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Exeter_1818a,
Exeter_1818a/2,P,"An alphabetical list of the freemen and freeholders… ([Exeter, 1818])","Var. Exeter CL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Exeter_1818a,Broadsheet.
Exeter_1831a/1,P,"List of voters in several parishes…', Exeter Itinerary and General Directory, July 1831 (Exeter, T. & H. Besley), 223-35","Exeter CL, IHR, GL",Sims; Gibson and Rogers,Exeter_1831a,
Honiton_1754a/1,M,D1508M/P/Honiton/7,Devon Heritage Centre,Green Notes,Honiton_1754a,
Honiton_1763a/1,P,"A poll taken the 21st day of November, 1763… (n.p., [1763])",GL,Sims; Gibson and Rogers,Honiton_1763a,Broadsheet.
Honiton_1763a/2,M,3449Z,Devon Heritage Centre,Green Notes,Honiton_1763a,
Okehampton_1802a/1,M,MS Eng. Misc c.111,Bodl.,Green Notes; Gibson and Rogers,Okehampton_1802a,
Okehampton_1807a/1,M,1292M/SS/B/k,Devon Heritage Centre,Green Notes,Okehampton_1807a,
Plymouth_1698a/1,M,,Plymouth and West Devon RO,Green Notes,Plymouth_1698a,
Plymouth_1739a/1,M,710/727,Plymouth and West Devon RO,Green Notes; Gibson and Rogers,Plymouth_1739a,
Plymouth_1780b/1,M, 1/92,Plymouth and West Devon RO,Green Notes; Gibson and Rogers,Plymouth_1780b,
Plymouth_1784a/1,M,74/263,Plymouth and West Devon RO,Green Notes,Plymouth_1784a,
Plymouth_1806b/1,M,88/20,Plymouth and West Devon RO,Green Notes; Gibson and Rogers,Plymouth_1806b,
PlymptonErle_1702a/1,M,1676/92,Plymouth and West Devon RO,Green Notes,PlymptonErle_1702a,"Printed in Transactions of the Devonshire Association, 19 (1887)."
PlymptonErle_1761a/1,M,1676/88,Plymouth and West Devon RO,Green Notes,PlymptonErle_1761a,Uncertain. Possibly for 1761 by election.
Tavistock_1710a/1,M,"Althorp MSS, Drake Papers ",BL ,HoP,Tavistock_1710a,
Totnes_1812a/1,P,"Totnes general election, October the 9th, 1812… (n.p., [1812])","Totnes Community Archive, IHR",Sims; Gibson and Rogers,Totnes_1812a,Broadsheet.
Dor_1727a/1,P,"The poll taken at the election… (Exeter: E. Farley, 1727)","Dorset History Centre, Weymouth CL, IHR",Sims; Gibson and Rogers,Dor_1727a,
Dor_1727a/2,M,MS 16349,Bodl.,Green Notes,Dor_1727a,
Dor_1806a/1,P,"The poll taken at the election… (Dorchester: G. Frampton, 1807)","Dorset History Centre (incomplete), Weymouth CL, IHR",Sims; Gibson and Rogers,Dor_1806a,
Dor_1807a/1,P,"The poll taken… (Dorchester: G. Frampton, 1807)","Dorset History Centre (incomplete), BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Dor_1807a,
Dor_1831a/1,P,"Dorset election, 1831. The poll taken… (Dorchester: Weston, Simonds and Sydenham, 1831)","Dorset History Centre, Weymouth CL, GL, SoG",Sims; Gibson and Rogers; Edwards,Dor_1831a,
Dor_1831b/1,P,"Dorset election… The poll taken… (Dorchester: Weston, Simonds & Sydenham, 1832)"," Dorset History Centre, Bodl., GL, IHR",Sims; Gibson and Rogers,Dor_1831b,
Bridport_1795a/1,M,DC-BTB/EF/6,Dorset History Centre,Green Notes; Gibson and Rogers,Bridport_1795a,
Bridport_1796a/1,M,D-COL/X/1,Dorset History Centre,Green Notes; Gibson and Rogers,Bridport_1796a,
Bridport_1802a/1,M,DC-BTB/EF/7,Dorset History Centre,Green Notes; Gibson and Rogers,Bridport_1802a,
Bridport_1806a/1,M,DC-BTB/EF/8,Dorset History Centre,Green Notes; Gibson and Rogers,Bridport_1806a,
Bridport_1812a/1,M,DC-BTB/EF/9,Dorset History Centre,Green Notes; Gibson and Rogers,Bridport_1812a,
Bridport_1820a/1,M,DC-BTB/EF/10,Dorset History Centre,Green Notes; Gibson and Rogers,Bridport_1820a,
CorfeCastle_1698a/1,M,D-BKL/D/B1/2,Dorset History Centre,Green Notes,CorfeCastle_1698a,
CorfeCastle_1715a/1,M,D-BKL/D/B/1/3,Dorset History Centre,Green Notes,CorfeCastle_1715a,
